('Total Revenue', '270,010,000', '245,122,000', '211,915,000', '198,270,000', '168,088,000')
         811495 function calls (787257 primitive calls) in 3.785 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 pathlib.py:731(parent)
        2    0.000    0.000    0.105    0.053 client.py:245(parse_headers)
        1    0.000    0.000    0.000    0.000 ssl_match_hostname.py:1(<module>)
        2    0.000    0.000    0.000    0.000 poolmanager.py:305(connection_from_context)
        8    0.000    0.000    0.000    0.000 formatter.py:79(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:691(DetectsXMLParsedAsHTML)
        1    0.000    0.000    0.000    0.000 connectionpool.py:67(ConnectionPool)
        1    0.000    0.000    0.000    0.000 __init__.py:159(TreeBuilder)
        9    0.000    0.000    0.000    0.000 __init__.py:183(__new__)
       24    0.000    0.000    0.000    0.000 threading.py:394(notify)
       25    0.000    0.000    0.000    0.000 threading.py:302(__exit__)
       46    0.000    0.000    0.000    0.000 {method 'issuperset' of 'frozenset' objects}
        1    0.000    0.000    2.339    2.339 api.py:14(request)
        7    0.000    0.000    0.000    0.000 structures.py:57(__iter__)
       10    0.000    0.000    0.000    0.000 cookiejar.py:1227(deepvalues)
        1    0.000    0.000    0.000    0.000 __future__.py:81(_Feature)
        1    0.000    0.000    0.000    0.000 __init__.py:108(lookup)
        7    0.000    0.000    0.000    0.000 timeout.py:109(__init__)
        8    0.000    0.000    0.000    0.000 message.py:29(_splitparam)
        1    0.000    0.000    0.306    0.306 _htmlparser.py:449(feed)
        1    0.000    0.000    0.000    0.000 models.py:313(PreparedRequest)
       10    0.000    0.000    0.000    0.000 connection.py:404(<genexpr>)
        5    0.000    0.000    0.000    0.000 __init__.py:892(_addHandlerRef)
       20    0.000    0.000    0.000    0.000 __init__.py:243(_releaseLock)
        2    0.000    0.000    0.340    0.170 connectionpool.py:1085(_validate_conn)
        1    0.000    0.000    0.000    0.000 queue.py:28(Queue)
        7    0.000    0.000    0.000    0.000 _parser.py:893(_parse_flags)
        2    0.000    0.000    0.000    0.000 adapters.py:202(__init__)
        2    0.000    0.000    0.000    0.000 {method 'poll' of 'select.poll' objects}
        1    0.000    0.000    0.000    0.000 connectionpool.py:1044(_new_conn)
        2    0.000    0.000    0.000    0.000 connection.py:335(putrequest)
        1    0.000    0.000    0.000    0.000 models.py:13(CharsetMatch)
        1    0.000    0.000    0.000    0.000 css_types.py:34(Immutable)
        1    0.000    0.000    0.000    0.000 _deprecation.py:1(<module>)
      110    0.000    0.000    0.000    0.000 ipaddress.py:574(__int__)
       49    0.000    0.000    0.000    0.000 enum.py:70(_is_internal_class)
        1    0.000    0.000    0.000    0.000 response.py:544(HTTPResponse)
        4    0.000    0.000    0.000    0.000 typing.py:1439(__init__)
        1    0.000    0.000    0.000    0.000 client.py:865(__init__)
        1    0.000    0.000    0.000    0.000 request.py:313(Request)
        2    0.000    0.000    0.000    0.000 functools.py:188(total_ordering)
        1    0.000    0.000    0.000    0.000 {function Random.seed at 0x7ff6dba53880}
        1    0.000    0.000    0.000    0.000 _collections.py:204(HTTPHeaderDict)
        1    0.000    0.000    0.000    0.000 connectionpool.py:120(HTTPConnectionPool)
        1    0.000    0.000    0.000    0.000 tempfile.py:824(SpooledTemporaryFile)
        1    0.000    0.000    0.000    0.000 pathlib.py:437(__str__)
        2    0.000    0.000    0.000    0.000 ssl.py:670(verify_mode)
        2    0.000    0.000    0.000    0.000 socket.py:681(__init__)
        1    0.000    0.000    0.000    0.000 wait.py:1(<module>)
       44    0.000    0.000    0.000    0.000 {method 'popleft' of 'collections.deque' objects}
        2    0.000    0.000    0.000    0.000 poolmanager.py:276(connection_from_host)
        1    0.000    0.000    0.001    0.001 _meta.py:1(<module>)
       12    0.000    0.000    0.000    0.000 threading.py:124(RLock)
        5    0.000    0.000    0.000    0.000 inspect.py:2712(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:6(HTTPStatus)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1611(_BaseV6)
        2    0.000    0.000    0.000    0.000 _collections.py:141(clear)
        7    0.000    0.000    0.000    0.000 contextlib.py:132(__enter__)
        6    0.000    0.000    0.000    0.000 contextlib.py:141(__exit__)
        2    0.000    0.000    0.000    0.000 poolmanager.py:330(connection_from_pool_key)
       23    0.000    0.000    0.000    0.000 util.py:19(to_str)
        4    0.000    0.000    0.001    0.000 ssl.py:399(__new__)
        3    0.000    0.000    0.000    0.000 idna.py:155(encode)
        1    0.000    0.000    0.000    0.000 ssl.py:504(set_alpn_protocols)
       75    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_iscased}
        2    0.000    0.000    0.000    0.000 adapters.py:90(_urllib3_request_context)
        1    0.000    0.000    0.000    0.000 __init__.py:1117(StreamHandler)
        3    0.000    0.000    0.000    0.000 url.py:263(_remove_path_dot_segments)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1246(CookieJar)
        1    0.000    0.000    0.000    0.000 probe.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ssl.py:783(SSLObject)
        1    0.000    0.000    0.000    0.000 typing.py:746(Literal)
       15    0.000    0.000    0.000    0.000 enum.py:828(__members__)
        4    0.000    0.000    0.000    0.000 warnings.py:182(_add_filter)
        2    0.000    0.000    0.000    0.000 client.py:463(read)
        1    0.000    0.000    0.001    0.001 string.py:69(__init_subclass__)
       15    0.000    0.000    0.000    0.000 __init__.py:208(_checkLevel)
        3    0.000    0.000    0.000    0.000 threading.py:277(__init__)
        2    0.000    0.000    0.000    0.000 client.py:1027(send)
        1    0.000    0.000    0.000    0.000 response.py:256(get)
        1    0.000    0.000    0.002    0.002 <frozen importlib._bootstrap_external>:1192(get_resource_reader)
       35    0.000    0.000    0.000    0.000 structures.py:58(<genexpr>)
        4    0.000    0.000    0.000    0.000 parse.py:413(_splitnetloc)
        1    0.000    0.000    2.339    2.339 api.py:62(get)
       28    0.000    0.000    0.000    0.000 typing_extensions.py:434(_is_dunder)
        1    0.000    0.000    0.000    0.000 readers.py:56(MultiplexedPath)
        7    0.000    0.000    0.000    0.000 _legacy.py:15(deprecated)
        1    0.000    0.000    0.000    0.000 parse.py:152(_NetlocResultMixinBase)
        1    0.000    0.000    0.000    0.000 retry.py:41(Retry)
        1    0.000    0.000    0.001    0.001 _markupbase.py:1(<module>)
       25    0.000    0.000    0.000    0.000 typing.py:487(__repr__)
       16    0.000    0.000    0.000    0.000 enum.py:1692(_simple_enum)
       24    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 heapq.py:1(<module>)
        1    0.000    0.000    0.000    0.000 css_match.py:432(Inputs)
        1    0.000    0.000    0.001    0.001 __init__.py:152(EntryPoint)
        4    0.000    0.000    0.000    0.000 response.py:641(release_conn)
        1    0.000    0.000    0.054    0.054 ssl.py:1313(do_handshake)
       25    0.000    0.000    0.000    0.000 ipaddress.py:431(_ip_int_from_prefix)
        2    0.000    0.000    0.000    0.000 charset.py:206(__init__)
        1    0.000    0.000    0.000    0.000 models.py:84(RequestEncodingMixin)
        1    0.000    0.000    0.000    0.000 _adapters.py:19(Message)
        1    0.000    0.000    0.000    0.000 datetime.py:1(<module>)
        1    0.000    0.000    0.000    0.000 message.py:977(MIMEPart)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
        2    0.000    0.000    0.000    0.000 functools.py:904(wrapper)
        1    0.000    0.000    0.000    0.000 bz2.py:26(BZ2File)
        1    0.000    0.000    0.000    0.000 socket.py:215(socket)
        1    0.000    0.000    0.000    0.000 filter.py:346(SoupStrainer)
        1    0.000    0.000    0.000    0.000 models.py:483(prepare_headers)
       42    0.000    0.000    0.000    0.000 _collections.py:289(__iter__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:383(_IPAddressBase)
        1    0.000    0.000    0.000    0.000 calendar.py:94(_localized_month)
       10    0.000    0.000    0.000    0.000 {method 'fullmatch' of 're.Pattern' objects}
       30    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        2    0.000    0.000    0.000    0.000 pathlib.py:380(with_segments)
        5    0.000    0.000    0.001    0.000 <frozen genericpath>:16(exists)
        6    0.000    0.000    0.000    0.000 response.py:741(_error_catcher)
       10    0.000    0.000    0.000    0.000 {method 'subn' of 're.Pattern' objects}
        2    0.000    0.000    0.000    0.000 message.py:243(get_payload)
        1    0.000    0.000    0.000    0.000 sessions.py:356(Session)
        3    0.000    0.000    0.085    0.028 __init__.py:73(import_module)
        2    0.000    0.000    0.000    0.000 request.py:191(body_to_chunks)
        2    0.000    0.000    0.000    0.000 response.py:685(_init_length)
        2    0.000    0.000    0.000    0.000 typing_extensions.py:529(_get_protocol_attrs)
        2    0.000    0.000    0.000    0.000 typing_extensions.py:590(__new__)
        2    0.000    0.000    0.000    0.000 cookies.py:140(get_cookie_header)
        1    0.000    0.000    0.000    0.000 connection.py:320(close)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1280(IPv4Address)
        1    0.000    0.000    0.000    0.000 __init__.py:60(Sectioned)
        1    0.000    0.000    0.000    0.000 random.py:110(Random)
        2    0.000    0.000    0.000    0.000 feedparser.py:182(close)
        2    0.000    0.000    0.000    0.000 feedparser.py:195(_new_message)
       18    0.000    0.000    0.000    0.000 _deprecation.py:51(_deprecated_function_alias)
        1    0.000    0.000    0.000    0.000 exceptions.py:16(ParserRejectedMarkup)
        1    0.000    0.000    0.001    0.001 scanner.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {method 'bind' of '_socket.socket' objects}
        1    0.000    0.000    0.002    0.002 _adapters.py:28(get_resource_reader)
        2    0.000    0.000    0.000    0.000 response.py:450(_init_decoder)
        1    0.000    0.000    0.306    0.306 parser.py:104(feed)
        3    0.000    0.000    0.000    0.000 sessions.py:107(get_redirect_target)
        1    0.000    0.000    0.000    0.000 poolmanager.py:229(_new_pool)
       16    0.000    0.000    0.000    0.000 typing.py:1557(<genexpr>)
        5    0.000    0.000    0.000    0.000 {function SocketIO.close at 0x7ff6db9e45e0}
       55    0.000    0.000    0.000    0.000 element.py:2280(__eq__)
        2    0.000    0.000    0.000    0.000 models.py:334(__init__)
        2    0.000    0.000    0.000    0.000 models.py:85(path_url)
        1    0.000    0.000    0.000    0.000 ssl.py:542(minimum_version)
        1    0.000    0.000    0.000    0.000 weakref.py:104(__init__)
        1    0.000    0.000    0.002    0.002 _parseaddr.py:1(<module>)
        3    0.000    0.000    0.000    0.000 _collections.py:82(__init__)
       25    0.000    0.000    0.000    0.000 queue.py:248(_qsize)
        2    0.000    0.000    0.000    0.000 __init__.py:592(__init__)
        1    0.000    0.000    0.000    0.000 textwrap.py:419(dedent)
        3    0.000    0.000    0.000    0.000 __init__.py:1790(isEnabledFor)
        1    0.000    0.000    0.000    0.000 connection.py:114(_has_ipv6)
        4    0.000    0.000    0.000    0.000 warnings.py:166(simplefilter)
        1    0.000    0.000    0.054    0.054 ssl.py:449(wrap_socket)
       62    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_tolower}
        2    0.000    0.000    0.000    0.000 connectionpool.py:256(_get_conn)
        1    0.000    0.000    0.000    0.000 queue.py:34(__init__)
        2    0.000    0.000    0.000    0.000 parse.py:947(quote_from_bytes)
        2    0.000    0.000    0.000    0.000 adapters.py:546(request_url)
        1    0.000    0.000    0.000    0.000 lzma.py:38(LZMAFile)
        1    0.000    0.000    0.000    0.000 __init__.py:1878(LoggerAdapter)
        2    0.000    0.000    0.000    0.000 client.py:1082(_send_output)
        1    0.000    0.000    0.000    0.000 cp1252.py:1(<module>)
        1    0.000    0.000    0.000    0.000 request.py:2145(FancyURLopener)
        1    0.000    0.000    0.000    0.000 feedparser.py:134(FeedParser)
       26    0.000    0.000    0.000    0.000 <frozen abc>:110(register)
        4    0.000    0.000    0.000    0.000 _deprecation.py:22(_deprecated_alias)
        5    0.000    0.000    0.000    0.000 _htmlparser.py:266(handle_entityref)
        3    0.000    0.000    0.000    0.000 element.py:2877(__init__)
        1    0.000    0.000    0.000    0.000 utils.py:864(resolve_proxies)
        1    0.000    0.000    0.000    0.000 connectionpool.py:980(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method math.exp}
        1    0.000    0.000    0.000    0.000 weakref.py:568(__init__)
        1    0.000    0.000    0.000    0.000 connection.py:548(HTTPSConnection)
       14    0.000    0.000    0.000    0.000 __init__.py:811(__init__)
        2    0.000    0.000    0.000    0.000 parse.py:525(urlunparse)
        1    0.000    0.000    0.000    0.000 {method 'split' of 're.Pattern' objects}
        1    0.000    0.000    0.002    0.002 _common.py:107(from_package)
        2    0.000    0.000    0.000    0.000 <frozen posixpath>:138(splitroot)
        3    0.000    0.000    0.000    0.000 request.py:2542(proxy_bypass_environment)
        1    0.000    0.000    0.000    0.000 sessions.py:750(merge_environment_settings)
        9    0.000    0.000    0.000    0.000 css_types.py:394(pickle_register)
        3    0.000    0.000    0.000    0.000 models.py:769(is_redirect)
        2    0.000    0.000    0.000    0.000 {method 'close' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.000    0.000 parser.py:62(HTMLParser)
        2    0.000    0.000    0.000    0.000 utils.py:660(requote_uri)
        4    0.000    0.000    0.000    0.000 typing_extensions.py:443(__init__)
        1    0.000    0.000    0.000    0.000 fnmatch.py:1(<module>)
        4    0.000    0.000    0.000    0.000 message.py:150(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:199(split)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:714(__init_subclass__)
       10    0.000    0.000    0.000    0.000 _text.py:79(__hash__)
        2    0.000    0.000    0.000    0.000 response.py:1092(closed)
        2    0.000    0.000    0.000    0.000 ssl.py:678(verify_mode)
        2    0.000    0.000    0.000    0.000 parse.py:871(quote)
        9    0.000    0.000    0.000    0.000 url.py:330(_idna_encode)
        1    0.000    0.000    0.000    0.000 _policybase.py:112(Policy)
       36    0.000    0.000    0.000    0.000 <frozen _collections_abc>:435(__subclasshook__)
        7    0.000    0.000    0.000    0.000 enum.py:986(_find_data_repr_)
        1    0.000    0.000    0.000    0.000 random.py:135(seed)
        1    0.000    0.000    0.000    0.000 models.py:382(copy)
        1    0.000    0.000    0.000    0.000 structures.py:86(__init__)
        1    0.000    0.000    0.085    0.085 compat.py:18(_resolve_char_detection)
        3    0.000    0.000    0.000    0.000 typing.py:1609(__hash__)
        9    0.000    0.000    0.000    0.000 copyreg.py:12(pickle)
        1    0.000    0.000    0.000    0.000 element.py:1274(NavigableString)
        3    0.000    0.000    0.000    0.000 url.py:100(__new__)
        1    0.000    0.000    0.000    0.000 __init__.py:1482(Logger)
        1    0.000    0.000    0.000    0.000 __init__.py:58(check_compatibility)
        6    0.000    0.000    0.000    0.000 feedparser.py:121(pushlines)
       43    0.000    0.000    0.000    0.000 enum.py:820(<genexpr>)
       15    0.000    0.000    0.000    0.000 {built-in method time.time}
        5    0.000    0.000    0.000    0.000 formatter.py:198(__init__)
        1    0.000    0.000    0.000    0.000 inspect.py:3050(from_callable)
        1    0.000    0.000    0.000    0.000 timeout.py:25(Timeout)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:2408(_SpecialForm)
        1    0.000    0.000    0.000    0.000 response.py:118(__init__)
        1    0.000    0.000    0.001    0.001 __init__.py:436(PercentStyle)
        1    0.000    0.000    0.000    0.000 connection.py:566(__init__)
        1    0.000    0.000    0.001    0.001 request.py:935(AbstractBasicAuthHandler)
        3    0.000    0.000    0.000    0.000 structures.py:76(copy)
        1    0.000    0.000    0.000    0.000 abc.py:16(ResourceReader)
        2    0.000    0.000    0.000    0.000 url.py:349(_encode_target)
        1    0.000    0.000    0.003    0.003 base64mime.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bisect.py:1(<module>)
        2    0.000    0.000    0.000    0.000 client.py:1320(endheaders)
        1    0.000    0.000    0.000    0.000 socket.py:664(SocketIO)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.print}
       11    0.000    0.000    0.000    0.000 {built-in method sys._getframemodulename}
        1    0.000    0.000    0.000    0.000 idna.py:308(getregentry)
        2    0.000    0.000    0.000    0.000 utils.py:826(get_environ_proxies)
        4    0.000    0.000    0.000    0.000 timeout.py:188(clone)
        1    0.000    0.000    0.000    0.000 __init__.py:189(Path)
        2    0.000    0.000    0.000    0.000 socket.py:496(_real_close)
        4    0.000    0.000    0.000    0.000 <frozen _collections_abc>:940(pop)
        1    0.000    0.000    0.000    0.000 fnmatch.py:74(translate)
        1    0.000    0.000    0.000    0.000 formatter.py:10(Formatter)
        1    0.000    0.000    0.000    0.000 cookies.py:428(copy)
        1    0.000    0.000    0.000    0.000 cookiejar.py:874(DefaultCookiePolicy)
        1    0.000    0.000    0.000    0.000 abc.py:62(Traversable)
       25    0.000    0.000    0.000    0.000 ipaddress.py:415(_check_int_address)
       44    0.000    0.000    0.000    0.000 __init__.py:609(__missing__)
        2    0.000    0.000    0.000    0.000 connectionpool.py:294(_put_conn)
        3    0.000    0.000    0.000    0.000 utils.py:774(get_proxy)
        3    0.000    0.000    0.000    0.000 pathlib.py:1166(__new__)
       20    0.000    0.000    0.000    0.000 element.py:657(_last_descendant)
        1    0.000    0.000    0.000    0.000 csv.py:83(DictReader)
        1    0.000    0.000    0.000    0.000 __init__.py:659(FastPath)
        2    0.000    0.000    0.000    0.000 __init__.py:450(validate)
        2    0.000    0.000    0.000    0.000 weakref.py:414(__getitem__)
        5    0.000    0.000    0.000    0.000 <frozen _collections_abc>:823(items)
        1    0.000    0.000    0.000    0.000 _htmlparser.py:347(__init__)
        1    0.000    0.000    0.000    0.000 error.py:1(<module>)
        6    0.000    0.000    0.000    0.000 message.py:620(get_content_maintype)
        2    0.000    0.000    0.000    0.000 client.py:425(_close_conn)
        2    0.000    0.000    0.000    0.000 parse.py:536(urlunsplit)
        4    0.000    0.000    0.000    0.000 cookies.py:358(update)
       20    0.000    0.000    0.000    0.000 connection.py:357(<genexpr>)
        1    0.000    0.000    0.000    0.000 wait.py:82(_have_working_poll)
        1    0.000    0.000    0.000    0.000 weakref.py:585(__call__)
        1    0.000    0.000    0.000    0.000 __init__.py:1452(_fixupChildren)
        1    0.000    0.000    0.000    0.000 __init__.py:815(register_treebuilders_from)
        1    0.000    0.000    0.000    0.000 poolmanager.py:162(PoolManager)
        1    0.000    0.000    0.000    0.000 connection.py:132(__init__)
        1    0.000    0.000    0.000    0.000 connection.py:93(_set_socket_options)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1139(_BaseV4)
        2    0.000    0.000    0.000    0.000 client.py:442(flush)
        1    0.000    0.000    0.000    0.000 {method 'getsockopt' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 {method 'flush' of 'zlib.Decompress' objects}
        1    0.000    0.000    0.000    0.000 <frozen posixpath>:71(join)
       25    0.000    0.000    0.000    0.000 <frozen abc>:7(abstractmethod)
        1    0.000    0.000    0.000    0.000 models.py:106(_encode_params)
        2    0.000    0.000    0.000    0.000 models.py:799(iter_content)
       10    0.000    0.000    0.000    0.000 _text.py:90(lower)
        1    0.000    0.000    0.000    0.000 response.py:143(flush)
       14    0.000    0.000    0.000    0.000 typing.py:1542(<genexpr>)
        5    0.000    0.000    0.000    0.000 functools.py:841(_is_union_type)
        1    0.000    0.000    0.002    0.002 _common.py:51(files)
        8    0.000    0.000    0.000    0.000 utils.py:1045(_validate_header_part)
        1    0.000    0.000    0.000    0.000 _collections.py:39(_Sentinel)
        1    0.000    0.000    0.000    0.000 client.py:1013(close)
        1    0.000    0.000    0.000    0.000 _warnings.py:1(<module>)
        1    0.000    0.000    0.000    0.000 css_match.py:1562(SoupSieve)
        2    0.000    0.000    0.000    0.000 typing_extensions.py:606(__init__)
        1    0.000    0.000    0.000    0.000 _compression.py:1(<module>)
       12    0.000    0.000    0.000    0.000 client.py:1064(_output)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha1}
        1    0.000    0.000    0.000    0.000 {built-in method _warnings.warn}
        1    0.000    0.000    0.000    0.000 typing.py:2112(runtime_checkable)
        2    0.000    0.000    0.000    0.000 hashlib.py:82(__get_builtin_constructor)
        1    0.000    0.000    0.000    0.000 parser.py:256(parse_html_declaration)
       14    0.000    0.000    0.000    0.000 _deprecation.py:66(_deprecated)
        1    0.000    0.000    0.000    0.000 sessions.py:302(rebuild_proxies)
        1    0.000    0.000    0.000    0.000 _adapters.py:163(wrap_spec)
       15    0.000    0.000    0.000    0.000 ssl.py:938(_sslcopydoc)
        2    0.000    0.000    0.000    0.000 feedparser.py:69(close)
        1    0.000    0.000    0.306    0.306 __init__.py:650(_feed)
        3    0.000    0.000    0.000    0.000 cookies.py:542(merge_cookies)
        1    0.000    0.000    0.000    0.000 cookies.py:176(RequestsCookieJar)
        1    0.000    0.000    0.000    0.000 url.py:80(Url)
        1    0.000    0.000    0.000    0.000 traceback.py:374(StackSummary)
        1    0.000    0.000    0.000    0.000 traceback.py:248(FrameSummary)
       16    0.000    0.000    0.000    0.000 _parser.py:166(__delitem__)
        2    0.000    0.000    0.000    0.000 enum.py:1677(global_enum)
        1    0.000    0.000    0.000    0.000 {method 'getpeername' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 {built-in method zlib.decompressobj}
        1    0.000    0.000    0.000    0.000 inspect.py:2998(__init__)
        2    0.000    0.000    0.000    0.000 response.py:807(_fp_read)
        1    0.000    0.000    0.007    0.007 element.py:2692(find)
        2    0.000    0.000    0.000    0.000 _collections.py:93(__getitem__)
        2    0.000    0.000    0.000    0.000 client.py:947(_wrap_ipv6)
        4    0.000    0.000    0.000    0.000 typing.py:1465(__subclasscheck__)
        1    0.000    0.000    0.000    0.000 __init__.py:919(Handler)
        1    0.000    0.000    0.054    0.054 ssl_.py:410(ssl_wrap_socket)
        1    0.000    0.000    0.000    0.000 _htmlparser.py:61(BeautifulSoupHTMLParser)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:3884(TypeAliasType)
        4    0.000    0.000    0.000    0.000 typing.py:1194(__instancecheck__)
        1    0.000    0.000    0.000    0.000 __init__.py:546(Formatter)
        2    0.000    0.000    0.000    0.000 utils.py:636(unquote_unreserved)
        2    0.000    0.000    0.000    0.000 adapters.py:240(init_poolmanager)
        1    0.000    0.000    0.000    0.000 tempfile.py:999(TemporaryDirectory)
        2    0.000    0.000    0.000    0.000 weakref.py:367(__init__)
        1    0.000    0.000    0.000    0.000 utils.py:900(default_headers)
        1    0.000    0.000    0.015    0.015 certs.py:1(<module>)
        2    0.000    0.000    0.000    0.000 sessions.py:781(get_adapter)
        1    0.000    0.000    0.000    0.000 __init__.py:100(CompleteDirs)
        2    0.000    0.000    0.000    0.000 __init__.py:958(createLock)
        5    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
        1    0.000    0.000    0.000    0.000 inspect.py:747(unwrap)
        1    0.000    0.000    0.000    0.000 css_parser.py:303(SelectorPattern)
        1    0.000    0.000    0.017    0.017 pathlib.py:812(PureWindowsPath)
        2    0.000    0.000    0.000    0.000 response.py:252(put)
        2    0.000    0.000    0.000    0.000 ssl.py:1173(send)
       33    0.000    0.000    0.000    0.000 parse.py:108(_noop)
        1    0.000    0.000    0.001    0.001 encoders.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:204(__init__)
       10    0.000    0.000    0.000    0.000 cookiejar.py:1753(__iter__)
        1    0.000    0.000    0.000    0.000 decoder.py:284(__init__)
        1    0.000    0.000    0.000    0.000 selectors.py:80(BaseSelector)
        1    0.000    0.000    0.000    0.000 socket.py:506(detach)
        4    0.000    0.000    0.000    0.000 enum.py:816(__iter__)
        3    0.000    0.000    0.000    0.000 <frozen _collections_abc>:966(clear)
        3    0.000    0.000    0.000    0.000 <frozen _collections_abc>:104(_check_methods)
        2    0.000    0.000    0.000    0.000 <frozen codecs>:94(__new__)
        1    0.000    0.000    0.000    0.000 sessions.py:794(close)
        2    0.000    0.000    0.000    0.000 adapters.py:536(close)
        1    0.000    0.000    0.000    0.000 __init__.py:839(ZipExtFile)
        1    0.000    0.000    0.000    0.000 _text.py:7(FoldedCase)
        2    0.000    0.000    0.000    0.000 pathlib.py:429(_format_parsed_parts)
        3    0.000    0.000    0.000    0.000 __init__.py:1702(addHandler)
        2    0.000    0.000    0.000    0.000 socket.py:500(close)
        2    0.000    0.000    0.000    0.000 cookiejar.py:1734(clear_expired_cookies)
        1    0.000    0.000    0.000    0.000 _htmlparser.py:84(__init__)
        1    0.000    0.000    0.000    0.000 fields.py:153(RequestField)
       12    0.000    0.000    0.000    0.000 queue.py:251(_put)
        1    0.000    0.000    0.000    0.000 charset.py:162(Charset)
        1    0.000    0.000    0.000    0.000 _encoded_words.py:73(_QByteMap)
        1    0.000    0.000    0.000    0.000 __init__.py:1353(Manager)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_224}
        3    0.000    0.000    0.085    0.028 <frozen importlib._bootstrap>:1375(_gcd_import)
        1    0.000    0.000    0.000    0.000 _htmlparser.py:294(handle_decl)
        1    0.000    0.000    0.000    0.000 element.py:1022(find_parents)
        2    0.000    0.000    0.000    0.000 models.py:610(prepare_cookies)
        1    0.000    0.000    0.000    0.000 connectionpool.py:963(HTTPSConnectionPool)
        4    0.000    0.000    0.000    0.000 connectionpool.py:346(_get_timeout)
        1    0.000    0.000    0.000    0.000 __init__.py:803(PathDistribution)
       12    0.000    0.000    0.000    0.000 retry.py:242(<genexpr>)
        5    0.000    0.000    0.000    0.000 _policybase.py:104(<genexpr>)
        3    0.000    0.000    0.000    0.000 __init__.py:1517(debug)
        5    0.000    0.000    0.000    0.000 <frozen _collections_abc>:819(keys)
        1    0.000    0.000    0.000    0.000 cp1252.py:33(getregentry)
        1    0.000    0.000    0.000    0.000 element.py:992(find_parent)
        1    0.000    0.000    0.000    0.000 css.py:44(CSS)
        1    0.000    0.000    0.000    0.000 utils.py:1018(get_auth_from_url)
        6    0.000    0.000    0.000    0.000 cookiejar.py:884(__init__)
        2    0.000    0.000    0.000    0.000 response.py:245(__init__)
        1    0.000    0.000    0.000    0.000 wait.py:95(wait_for_socket)
        1    0.000    0.000    0.000    0.000 wait.py:57(poll_wait_for_socket)
        9    0.000    0.000    0.000    0.000 typing.py:1061(<genexpr>)
        6    0.000    0.000    0.000    0.000 functools.py:845(_is_valid_dispatch_type)
       16    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 typing_extensions.py:733(runtime_checkable)
        1    0.000    0.000    0.000    0.000 readers.py:16(FileReader)
        1    0.000    0.000    0.000    0.000 element.py:1494(Doctype)
        4    0.000    0.000    0.000    0.000 utils.py:1034(check_header_validity)
        1    0.000    0.000    0.000    0.000 __init__.py:439(SAXTreeBuilder)
        1    0.000    0.000    0.000    0.000 version.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:273(EntryPoints)
        1    0.000    0.000    0.000    0.000 iterators.py:1(<module>)
        1    0.000    0.000    0.001    0.001 __init__.py:469(StrFormatStyle)
        3    0.000    0.000    0.000    0.000 {method 'pop' of 'collections.OrderedDict' objects}
        1    0.000    0.000    0.000    0.000 adapters.py:137(BaseAdapter)
        6    0.000    0.000    0.000    0.000 connection.py:163(host)
       12    0.000    0.000    0.000    0.000 queue.py:254(_get)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2147(IPv6Interface)
       25    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 __meta__.py:83(__new__)
        1    0.000    0.000    0.000    0.000 abc.py:96(InspectLoader)
        1    0.000    0.000    0.000    0.000 ssl_.py:484(is_ipaddress)
        1    0.000    0.000    0.000    0.000 calendar.py:58(Month)
